marque,model,Puissance fiscale,Carburant,Année de sortie du modèle,Boite de vitesses,price
toyota,prado,12 cv,Diesel,2016 - 2024,Automatique,657800
toyota,prius,10 cv,Hybride,2017 - 2024,Automatique,None
toyota,prius,10 cv,Hybride,2017 - 2024,Automatique,None
toyota,yaris,6 cv,Hybride,2021 - 2024,Automatique,207200
toyota,yaris,6 cv,Hybride,2021 - 2024,Automatique,228600
toyota,yaris,6 cv,Essence,2021 - 2024,Manuelle,152900
toyota,yaris,6 cv,Essence,2021 - 2024,Manuelle,169900
toyota,yaris-cross,9 cv,Hybride,2022 - 2024,Automatique,259000
toyota,yaris-cross,9 cv,Hybride,2022 - 2024,Automatique,287500
toyota,yaris-cross,9 cv,Hybride,2022 - 2024,Automatique,305000
volkswagen,arteon,8 cv,Diesel,2018 - 2024,Automatique,None
volkswagen,arteon,8 cv,Diesel,2018 - 2024,Automatique,None
volkswagen,arteon,8 cv,Diesel,2018 - 2024,Automatique,None
volkswagen,caddy,8 cv,Diesel,2022 - 2024,Manuelle,263000
volkswagen,caddy,8 cv,Diesel,2022 - 2024,Manuelle,308000
volkswagen,caddy,8 cv,Diesel,2022 - 2024,Manuelle,319000
volkswagen,caddy,8 cv,Diesel,2022 - 2024,Automatique,355000
volkswagen,caravelle,8 cv,Diesel,2022 - 2024,Manuelle,450000
volkswagen,coccinelle,8 cv,Diesel,2020 - 2024,Automatique,None
volkswagen,coccinelle,8 cv,Diesel,2020 - 2024,Automatique,None
volkswagen,coccinelle,8 cv,Diesel,2020 - 2024,Automatique,None
volkswagen,crafter,8 cv,Diesel,2019 - 2024,Manuelle,570000
volkswagen,crafter,8 cv,Diesel,2019 - 2024,Manuelle,610000
volkswagen,golf-8,8 cv,Diesel,2021 - 2024,Automatique,380000
volkswagen,golf-8,8 cv,Diesel,2021 - 2024,Automatique,425000
volkswagen,jetta,6 cv,Diesel,2016 - 2024,Automatique,None
volkswagen,jetta,8 cv,Diesel,2017 - 2024,Manuelle,None
volkswagen,jetta,8 cv,Diesel,2017 - 2024,Manuelle,None
volkswagen,jetta,8 cv,Diesel,2017 - 2024,Manuelle,None
volkswagen,jetta,8 cv,Diesel,2017 - 2024,Automatique,None
volkswagen,jetta,6 cv,Diesel,2016 - 2024,Manuelle,None
volkswagen,passat,8 cv,Diesel,2020 - 2024,Automatique,None
volkswagen,passat,8 cv,Diesel,2020 - 2024,Automatique,None
volkswagen,passat,8 cv,Diesel,2020 - 2024,Automatique,None
volkswagen,polo,6 cv,Essence,2018 - 2024,Manuelle,None
volkswagen,polo,6 cv,Essence,2018 - 2024,Manuelle,None
volkswagen,polo,6 cv,Essence,2018 - 2024,Manuelle,None
volkswagen,t-roc,8 cv,Diesel,2022 - 2024,Automatique,355000
volkswagen,t-roc,8 cv,Diesel,2022 - 2024,Automatique,385000
volkswagen,t-roc,8 cv,Diesel,2022 - 2024,Automatique,405000
volkswagen,t-roc,8 cv,Diesel,2022 - 2024,Automatique,425000
volkswagen,tiguan,8 cv,Diesel,2022 - 2024,Automatique,400000
volkswagen,tiguan,8 cv,Diesel,2022 - 2024,Automatique,455000
volkswagen,tiguan,8 cv,Diesel,2022 - 2024,Automatique,495000
volkswagen,touareg,12 cv,Diesel,2018 - 2024,Automatique,520000
volkswagen,touareg,12 cv,Diesel,2022 - 2024,Automatique,595000
volkswagen,touareg,12 cv,Diesel,2018 - 2024,Automatique,709000
volkswagen,touareg,12 cv,Diesel,2018 - 2024,Automatique,750000
volkswagen,touareg,12 cv,Diesel,2018 - 2024,Automatique,890000
volkswagen,touran,8 cv,Diesel,2016 - 2024,Manuelle,None
volkswagen,touran,8 cv,Diesel,2016 - 2024,Manuelle,None
volvo,s60,11 cv,Hybride,2020 - 2024,Automatique,None
volvo,s60,11 cv,Hybride,2020 - 2024,Automatique,None
volvo,s60,11 cv,Essence,2019 - 2024,Automatique,None
volvo,s60,11 cv,Essence,2019 - 2024,Automatique,None
volvo,s90,8 cv,Diesel,2020 - 2024,Automatique,680000
volvo,xc40,8 cv,Hybride,2021 - 2024,Automatique,550000
volvo,xc40,8 cv,Hybride,2021 - 2024,Automatique,580000
volvo,xc40,8 cv,Hybride,2021 - 2024,Automatique,610000
volvo,xc40,11 cv,Essence,2021 - 2024,Automatique,420000
volvo,xc40,11 cv,Essence,2021 - 2024,Automatique,440000
volvo,xc40,11 cv,Essence,2021 - 2024,Automatique,450000
volvo,xc60,8 cv,Diesel,2020 - 2024,Automatique,560000
volvo,xc60,8 cv,Diesel,2020 - 2024,Automatique,620000
volvo,xc90,11 cv,Electrique,2017 - 2024,Automatique,950000
volvo,xc90,11 cv,Essence,2017 - 2024,Automatique,980000
