marque,model,Puissance fiscale,Carburant,Année,Boite de vitesses,etat,price
renault,Clio,6.0,Diesel,2015,Manuelle,0,95000.0
mercedes,Classe,8.0,Diesel,2015,Automatique,0,359000.0
honda,Cr-v,11.0,Essence,2009,Automatique,0,87000.0
dacia,Sandero,5.0,Essence,2015,Manuelle,0,70000.0
renault,Fluence,6.0,Diesel,2016,Automatique,0,120000.0
land-rover,Freelander,10.0,Diesel,2010,Automatique,0,105000.0
volkswagen,Passat,8.0,Diesel,2004,Manuelle,0,78000.0
peugeot,508,6.0,Diesel,2016,Manuelle,0,130000.0
renault,Kangoo,6.0,Diesel,2019,Manuelle,0,128000.0
volkswagen,Golf,8.0,Diesel,2018,Manuelle,0,185000.0
volkswagen,Polo,8.0,Diesel,2003,Manuelle,0,46000.0
mercedes,Classe,8.0,Diesel,2017,Automatique,0,410000.0
land-rover,Range,8.0,Diesel,2018,Automatique,0,350000.0
renault,Clio,6.0,Diesel,2016,Manuelle,0,118000.0
renault,Clio,6.0,Diesel,2017,Manuelle,0,97000.0
peugeot,3008,8.0,Diesel,2020,Automatique,0,265000.0
fiat,Freemont,8.0,Diesel,2016,Automatique,0,158000.0
mazda,3,9.0,Essence,2007,Manuelle,0,56000.0
renault,Megane,6.0,Diesel,2019,Manuelle,0,170000.0
fiat,500x,8.0,Diesel,2015,Automatique,0,180000.0
porsche,Macan,11.0,Essence,2021,Automatique,0,690000.0
audi,Q7,12.0,Diesel,2017,Automatique,0,335000.0
volkswagen,Polo,8.0,Diesel,2003,Manuelle,0,46000.0
dacia,Duster,7.0,Diesel,2018,Manuelle,0,140000.0
renault,Clio,6.0,Diesel,2018,Manuelle,0,112000.0
mercedes,Classe,6.0,Diesel,2014,Manuelle,0,168000.0
opel,Crossland,6.0,Diesel,2020,Manuelle,0,168000.0
seat,Ibiza,6.0,Diesel,2007,Manuelle,0,58000.0
alfa-romeo,Giulietta,8.0,Diesel,2012,Automatique,0,110000.0
dacia,Logan,6.0,Diesel,2015,Manuelle,0,80000.0
dacia,Duster,6.0,Diesel,2022,Manuelle,0,130000.0
ds,Ds7,8.0,Diesel,2019,Automatique,0,270000.0
bmw,Serie,12.0,Diesel,2008,Automatique,0,780000.0
dacia,Dokker,6.0,Diesel,2013,Manuelle,0,72000.0
fiat,Punto,7.0,Diesel,1995,Manuelle,0,22000.0
audi,A3,8.0,Diesel,2017,Automatique,0,250000.0
audi,A6,8.0,Diesel,2016,Automatique,0,255000.0
opel,Astra,8.0,Diesel,2015,Automatique,0,140000.0
peugeot,3008,8.0,Diesel,2019,Automatique,0,235000.0
audi,A3,8.0,Diesel,2015,Automatique,0,250000.0
audi,A5,8.0,Diesel,2013,Automatique,0,218000.0
chevrolet,Spark,5.0,Essence,2011,Manuelle,0,35000.0
seat,Leon,8.0,Diesel,2007,Manuelle,0,79000.0
renault,Megane,6.0,Diesel,2006,Manuelle,0,70000.0
nissan,Micra,5.0,Diesel,2019,Manuelle,0,140000.0
skoda,Karoq,8.0,Diesel,2021,Automatique,0,265000.0
peugeot,206,9.0,Essence,2002,Manuelle,0,75000.0
dacia,Sandero,7.0,Essence,2015,Manuelle,0,75000.0
seat,Arona,6.0,Diesel,2021,Manuelle,0,185000.0
jeep,Renegade,8.0,Diesel,2017,Automatique,0,195000.0
citroen,Berlingo,7.0,Diesel,2009,Manuelle,0,53000.0
hyundai,Ix35,8.0,Diesel,2011,Automatique,0,115000.0
seat,Ateca,8.0,Diesel,2020,Automatique,0,260000.0
peugeot,3008,6.0,Diesel,2010,Manuelle,0,105000.0
audi,A3,40.0,Diesel,2003,Manuelle,0,70000.0
nissan,Micra,6.0,Diesel,2022,Manuelle,0,149000.0
nissan,Micra,6.0,Diesel,2022,Manuelle,0,149000.0
volkswagen,Passat,9.0,Diesel,2008,Automatique,0,100000.0
ford,Focus,6.0,Diesel,2017,Manuelle,0,163000.0
renault,Megane,6.0,Diesel,2019,Manuelle,0,157000.0
jaguar,Xk,24.0,Essence,2009,Automatique,0,225000.0
citroen,Xsara,7.0,Diesel,2002,Manuelle,0,35000.0
citroen,Xsara,8.0,Diesel,2002,Manuelle,0,45000.0
volkswagen,Jetta,8.0,Diesel,2019,Automatique,0,165000.0
mercedes,Classe,17.0,Essence,2008,Automatique,0,90000.0
peugeot,306,7.0,Diesel,1999,Manuelle,0,47000.0
dacia,Sandero,6.0,Diesel,2022,Manuelle,0,155000.0
dacia,Sandero,6.0,Diesel,2018,Manuelle,0,75000.0
ford,Focus,7.0,Diesel,2004,Manuelle,0,55000.0
renault,Scenic,6.0,Diesel,2005,Manuelle,0,68000.0
peugeot,307,6.0,Diesel,2003,Manuelle,0,55000.0
volkswagen,Tiguan,8.0,Diesel,2020,Automatique,0,350000.0
volkswagen,Passat,8.0,Diesel,2015,Manuelle,0,165000.0
peugeot,Partner,6.0,Diesel,2016,Manuelle,0,107000.0
fiat,Doblo,5.0,Diesel,2014,Manuelle,0,77000.0
opel,Astra,6.0,Diesel,2013,Manuelle,0,70000.0
ford,Fiesta,6.0,Diesel,2020,Manuelle,0,95000.0
mazda,3,9.0,Essence,2007,Manuelle,0,56000.0
volkswagen,Golf,8.0,Diesel,1998,Manuelle,0,65000.0
fiat,Panda,7.0,Essence,2018,Manuelle,0,80000.0
peugeot,301,7.0,Essence,2017,Manuelle,0,62000.0
mercedes,180,8.0,Diesel,2009,Automatique,0,88000.0
volkswagen,Touran,6.0,Diesel,2011,Manuelle,0,150000.0
mitsubishi,Lancer,7.0,Essence,2007,Manuelle,0,39000.0
volkswagen,Touareg,12.0,Diesel,2019,Automatique,0,340000.0
seat,Ibiza,7.0,Essence,2012,Manuelle,0,67000.0
nissan,Qashqai,6.0,Diesel,2016,Manuelle,0,160000.0
fiat,Fiorino,5.0,Diesel,2017,Manuelle,0,90000.0
volkswagen,Jetta,8.0,Diesel,2019,Automatique,0,187000.0
citroen,C4,8.0,Essence,2012,Manuelle,0,80000.0
renault,Kangoo,6.0,Diesel,2013,Manuelle,0,98000.0
skoda,Fabia,7.0,Essence,2008,Manuelle,0,55000.0
ford,Focus,6.0,Diesel,2012,Manuelle,0,123000.0
citroen,C3,6.0,Diesel,2019,Manuelle,0,90000.0
fiat,Doblo,6.0,Diesel,2017,Manuelle,0,80000.0
mercedes,220,9.0,Diesel,2003,Automatique,0,80000.0
renault,Clio,6.0,Essence,2008,Manuelle,0,45000.0
renault,Clio,6.0,Essence,2008,Manuelle,0,50000.0
renault,Clio,6.0,Diesel,2018,Manuelle,0,104000.0
toyota,Corolla,8.0,Diesel,2005,Manuelle,0,50000.0
renault,Trafic,6.0,Diesel,2019,Manuelle,0,170000.0
ford,Kuga,8.0,Diesel,2021,Automatique,0,340000.0
mercedes,Classe,8.0,Diesel,2010,Manuelle,0,100000.0
renault,Kangoo,7.0,Diesel,2009,Manuelle,0,70000.0
fiat,500,7.0,Essence,2019,Automatique,0,125000.0
land-rover,Range,8.0,Diesel,2018,Automatique,0,320000.0
ford,Focus,7.0,Diesel,2008,Manuelle,0,78000.0
kia,Picanto,5.0,Essence,2019,Automatique,0,65000.0
jeep,Renegade,6.0,Diesel,2018,Automatique,0,120000.0
honda,Cr-v,9.0,Diesel,2011,Automatique,0,110000.0
nissan,Qashqai,6.0,Diesel,2019,Manuelle,0,140000.0
peugeot,508,6.0,Diesel,2017,Manuelle,0,145000.0
ford,Kuga,8.0,Diesel,2011,Manuelle,0,110000.0
renault,Super,6.0,Essence,1986,Manuelle,0,22000.0
kia,Sportage,8.0,Diesel,2019,Automatique,0,218000.0
dacia,Logan,6.0,Diesel,2019,Manuelle,0,75000.0
renault,Megane,6.0,Diesel,2013,Manuelle,0,100000.0
audi,A3,6.0,Diesel,2014,Automatique,0,225000.0
mercedes,Cla,9.0,Diesel,2019,Automatique,0,320000.0
hyundai,Accent,6.0,Diesel,2008,Manuelle,0,75000.0
volkswagen,Golf,6.0,Diesel,2012,Manuelle,0,140200.0
hyundai,Santa,9.0,Diesel,2016,Automatique,0,120000.0
opel,Astra,7.0,Diesel,2013,Manuelle,0,105000.0
volkswagen,Tiguan,8.0,Diesel,2020,Automatique,0,320000.0
toyota,Rav-4,9.0,Diesel,2015,Manuelle,0,175000.0
hyundai,Tucson,6.0,Diesel,2019,Automatique,0,185000.0
mercedes,Classe,8.0,Diesel,2016,Automatique,0,205000.0
suzuki,Jimny,7.0,Essence,2000,Manuelle,0,55000.0
volkswagen,Passat,8.0,Diesel,2009,Automatique,0,120000.0
mercedes,Classe,11.0,Diesel,2010,Automatique,0,123000.0
citroen,C5,8.0,Diesel,2009,Manuelle,0,75000.0
citroen,C5,8.0,Diesel,2019,Automatique,0,205000.0
renault,Megane,6.0,Diesel,2014,Manuelle,0,140000.0
seat,Leon,8.0,Diesel,2023,Automatique,0,370000.0
hyundai,Accent,6.0,Diesel,2006,Manuelle,0,43000.0
iveco,Daily,10.0,Diesel,2023,Manuelle,0,320000.0
hyundai,I30,6.0,Diesel,2016,Manuelle,0,135000.0
nissan,Qashqai,6.0,Diesel,2018,Manuelle,0,195000.0
maserati,Ghibli,12.0,Diesel,2015,Automatique,0,290000.0
hyundai,H1,10.0,Diesel,2009,Manuelle,0,83000.0
ford,Kuga,8.0,Diesel,2020,Automatique,0,300000.0
renault,Megane,6.0,Diesel,2017,Manuelle,0,158000.0
renault,Clio,7.0,Essence,2008,Manuelle,0,68000.0
volkswagen,Passat,8.0,Diesel,2017,Automatique,0,186000.0
mercedes,Classe,9.0,Diesel,2014,Manuelle,0,225000.0
ford,Fiesta,7.0,Essence,2013,Manuelle,0,67000.0
peugeot,208,6.0,Diesel,2022,Manuelle,0,160000.0
hyundai,Santa,9.0,Diesel,2012,Automatique,0,130000.0
audi,A1,8.0,Essence,2011,Automatique,0,120000.0
mercedes,Viano,9.0,Diesel,2011,Automatique,0,230000.0
mercedes,Viano,9.0,Diesel,2011,Automatique,0,200000.0
mercedes,Viano,9.0,Diesel,2011,Automatique,0,185000.0
hyundai,Accent,6.0,Diesel,2012,Manuelle,0,82000.0
mini,Cooper,9.0,Essence,2006,Manuelle,0,49000.0
land-rover,Range,11.0,Essence,2022,Automatique,0,500000.0
audi,Q5,8.0,Diesel,2012,Automatique,0,195000.0
volkswagen,Golf,8.0,Diesel,2001,Manuelle,0,76000.0
ford,Fiesta,6.0,Diesel,2013,Manuelle,0,92000.0
fiat,500x,6.0,Diesel,2018,Automatique,0,178000.0
peugeot,Partner,7.0,Diesel,2019,Manuelle,0,145000.0
hyundai,H100,10.0,Diesel,2014,Manuelle,0,15500000.0
bmw,Serie,8.0,Diesel,2013,Automatique,0,200000.0
nissan,Qashqai,6.0,Diesel,2017,Automatique,0,175000.0
fiat,500,5.0,Essence,2022,Automatique,0,145000.0
peugeot,508,6.0,Diesel,2017,Manuelle,0,140000.0
volvo,Xc60,10.0,Diesel,2015,Automatique,0,175000.0
volkswagen,Tiguan,8.0,Diesel,2019,Manuelle,0,280000.0
honda,City,9.0,Essence,2008,Manuelle,0,58000.0
ford,Kuga,8.0,Diesel,2014,Automatique,0,155000.0
audi,Q7,13.0,Diesel,2006,Automatique,0,80000.0
mercedes,Classe,9.0,Diesel,2017,Automatique,0,365000.0
toyota,Corolla,10.0,Hybride,2022,Automatique,0,215000.0
renault,Fluence,6.0,Diesel,2015,Manuelle,0,108000.0
peugeot,Partner,7.0,Diesel,2017,Manuelle,0,125000.0
bmw,X3,8.0,Diesel,2015,Automatique,0,210000.0
renault,Kadjar,6.0,Diesel,2016,Manuelle,0,175000.0
hyundai,I10,6.0,Essence,2016,Manuelle,0,78000.0
audi,Q3,8.0,Diesel,2017,Automatique,0,250000.0
fiat,500,8.0,Essence,2015,Automatique,0,108000.0
mercedes,210,8.0,Diesel,2014,Manuelle,0,100000.0
volkswagen,Golf,8.0,Diesel,2001,Manuelle,0,76000.0
alfa-romeo,156,8.0,Diesel,2002,Manuelle,0,39000.0
opel,Mokka,6.0,Diesel,2017,Automatique,0,196500.0
skoda,Octavia,8.0,Diesel,2018,Manuelle,0,172000.0
mercedes,Classe,9.0,Diesel,2021,Automatique,0,660000.0
honda,Accord,8.0,Diesel,2011,Manuelle,0,93000.0
volkswagen,Golf,6.0,Diesel,2014,Automatique,0,180000.0
renault,Megane,6.0,Diesel,2022,Manuelle,0,205000.0
fiat,Freemont,8.0,Diesel,2014,Automatique,0,140000.0
nissan,Qashqai,6.0,Diesel,2016,Manuelle,0,180000.0
renault,Megane,7.0,Diesel,2011,Manuelle,0,90000.0
fiat,Fiorino,5.0,Diesel,2018,Manuelle,0,87000.0
fiat,Fiorino,5.0,Diesel,2018,Manuelle,0,87000.0
toyota,Auris,5.0,Diesel,2008,Manuelle,0,75000.0
toyota,Prado,12.0,Diesel,2007,Manuelle,0,145000.0
peugeot,Partner,5.0,Diesel,2007,Manuelle,0,55000.0
hyundai,I30,6.0,Diesel,2016,Manuelle,0,143000.0
nissan,Pathfinder,10.0,Diesel,2006,Manuelle,0,77000.0
mercedes,Classe,9.0,Diesel,2007,Automatique,0,128000.0
audi,Q3,8.0,Diesel,2019,Automatique,0,345000.0
bmw,X3,8.0,Diesel,2015,Automatique,0,210000.0
volkswagen,Golf,9.0,Diesel,2018,Manuelle,0,188000.0
nissan,Qashqai,6.0,Diesel,2021,Manuelle,0,280000.0
mercedes,Classe,9.0,Diesel,2011,Manuelle,0,130000.0
dacia,Logan,7.0,Diesel,2007,Manuelle,0,53000.0
lifan,320,8.0,Essence,2011,Manuelle,0,38000.0
toyota,Auris,5.0,Diesel,2010,Manuelle,0,90000.0
renault,Latitude,8.0,Diesel,2011,Manuelle,0,120000.0
audi,Q5,8.0,Diesel,2019,Automatique,0,370000.0
honda,Cr-v,11.0,Essence,2007,Automatique,0,172000.0
hyundai,Accent,6.0,Diesel,2006,Manuelle,0,43000.0
volkswagen,Jetta,8.0,Diesel,2020,Automatique,0,195000.0
mercedes,Classe,6.0,Diesel,2009,Automatique,0,180000.0
kia,Soul,6.0,Diesel,2011,Manuelle,0,85000.0
opel,Crossland,6.0,Diesel,2021,Manuelle,0,150000.0
fiat,Doblo,6.0,Diesel,2017,Automatique,0,90000.0
volkswagen,Golf,8.0,Diesel,2018,Automatique,0,315000.0
audi,Q5,8.0,Diesel,2015,Manuelle,0,230000.0
skoda,Roomster,6.0,Diesel,2008,Manuelle,0,73000.0
dacia,Logan,5.0,Diesel,2018,Manuelle,0,105000.0
hyundai,I30,6.0,Diesel,2018,Manuelle,0,165000.0
mercedes,Classe,9.0,Diesel,2013,Automatique,0,173000.0
honda,Accord,13.0,Essence,2006,Manuelle,0,58000.0
ford,Ranger,9.0,Diesel,2016,Automatique,0,167000.0
peugeot,Partner,7.0,Diesel,2008,Manuelle,0,58000.0
mini,Cooper,9.0,Essence,2017,Manuelle,0,173000.0
toyota,4runner,11.0,Diesel,1991,Manuelle,0,108000.0
volkswagen,Tiguan,8.0,Diesel,2018,Automatique,0,220000.0
alfa-romeo,Giulietta,8.0,Diesel,2011,Manuelle,0,110000.0
hyundai,Elantra,6.0,Diesel,2015,Automatique,0,132000.0
mercedes,Classe,9.0,Diesel,2014,Automatique,0,330000.0
citroen,Berlingo,6.0,Diesel,2021,Manuelle,0,155000.0
ford,Focus,7.0,Diesel,2006,Manuelle,0,68000.0
peugeot,208,6.0,Diesel,2021,Manuelle,0,156000.0
toyota,Auris,5.0,Diesel,2015,Manuelle,0,140000.0
fiat,Uno,6.0,Essence,1997,Manuelle,0,2200.0
volkswagen,Tiguan,8.0,Diesel,2018,Automatique,0,380000.0
chevrolet,Spark,5.0,Essence,2011,Manuelle,0,42000.0
honda,Cr-v,9.0,Diesel,2011,Manuelle,0,102000.0
kia,Carens,7.0,Diesel,2007,Manuelle,0,70000.0
peugeot,208,9.0,Essence,2015,Manuelle,0,128000.0
volkswagen,Polo,7.0,Diesel,2002,Manuelle,0,50000.0
bmw,Serie,8.0,Diesel,2015,Automatique,0,227000.0
renault,Express,7.0,Diesel,2021,Manuelle,0,162000.0
bmw,Serie,8.0,Diesel,2017,Automatique,0,265000.0
citroen,C4,6.0,Diesel,2013,Manuelle,0,110000.0
hyundai,Elantra,7.0,Diesel,2015,Manuelle,0,121000.0
ford,Focus,6.0,Diesel,2014,Manuelle,0,135000.0
volkswagen,Polo,6.0,Essence,2012,Manuelle,0,85000.0
opel,Crossland,6.0,Diesel,2018,Manuelle,0,175000.0
land-rover,Range,12.0,Diesel,2013,Automatique,0,180000.0
ford,Fusion,7.0,Essence,2011,Manuelle,0,62000.0
renault,R19,7.0,Essence,1994,Manuelle,0,28000.0
bmw,X5,12.0,Diesel,2016,Automatique,0,280000.0
fiat,500,7.0,Essence,2022,Automatique,0,145000.0
toyota,Rav-4,9.0,Diesel,2010,Manuelle,0,110000.0
toyota,Corolla,10.0,Hybride,2022,Automatique,0,255000.0
chery,Qq,5.0,Essence,2011,Manuelle,0,30000.0
opel,Astra,8.0,Diesel,2016,Automatique,0,150000.0
ford,Fiesta,6.0,Diesel,2017,Manuelle,0,95000.0
kia,Picanto,5.0,Essence,2009,Manuelle,0,52000.0
kia,Soul,6.0,Diesel,2015,Manuelle,0,115000.0
opel,Corsa,6.0,Diesel,2014,Manuelle,0,92000.0
bmw,Serie,14.0,Essence,1998,Automatique,0,29000.0
volkswagen,Jetta,8.0,Diesel,2019,Manuelle,0,165000.0
hyundai,Tucson,7.0,Diesel,2017,Automatique,0,225000.0
renault,Kangoo,7.0,Diesel,2009,Manuelle,0,68000.0
citroen,C5,8.0,Diesel,2019,Automatique,0,205000.0
volkswagen,Tiguan,8.0,Diesel,2017,Automatique,0,370000.0
renault,Koleos,8.0,Diesel,2018,Automatique,0,260000.0
renault,Captur,6.0,Diesel,2022,Manuelle,0,225000.0
opel,Astra,6.0,Diesel,2016,Manuelle,0,144000.0
ford,Kuga,8.0,Diesel,2012,Manuelle,0,120000.0
porsche,911,17.0,Essence,2019,Automatique,0,1600000.0
renault,Koleos,8.0,Diesel,2018,Automatique,0,239000.0
dacia,Duster,7.0,Diesel,2011,Manuelle,0,90000.0
nissan,Micra,6.0,Diesel,2021,Manuelle,0,146000.0
opel,Astra,7.0,Diesel,2004,Manuelle,0,53000.0
hyundai,Elantra,6.0,Diesel,2015,Automatique,0,135000.0
kia,Sorento,6.0,Diesel,2008,Manuelle,0,60000.0
bmw,Serie,6.0,Diesel,2018,Automatique,0,240000.0
renault,Megane,6.0,Diesel,2017,Automatique,0,170000.0
mercedes,Classe,6.0,Diesel,2012,Automatique,0,150000.0
renault,Scenic,6.0,Diesel,2010,Manuelle,0,89000.0
mercedes,220,9.0,Diesel,2007,Manuelle,0,130000.0
hyundai,I10,6.0,Essence,2014,Manuelle,0,84000.0
volkswagen,Tiguan,8.0,Diesel,2019,Automatique,0,310000.0
volkswagen,Golf,8.0,Diesel,2008,Manuelle,0,88000.0
skoda,Rapid,6.0,Diesel,2017,Manuelle,0,127000.0
ford,Fiesta,6.0,Diesel,2016,Manuelle,0,125000.0
bmw,Serie,8.0,Diesel,2016,Automatique,0,195000.0
peugeot,3008,6.0,Diesel,2013,Manuelle,0,115000.0
seat,Leon,8.0,Diesel,2020,Manuelle,0,240000.0
kia,Carens,8.0,Diesel,2007,Manuelle,0,700000.0
kia,Picanto,6.0,Essence,2009,Manuelle,0,55000.0
audi,A6,8.0,Diesel,2018,Automatique,0,320000.0
mitsubishi,Autre,13.0,Diesel,2006,Manuelle,0,260000.0
volkswagen,Polo,6.0,Essence,1996,Manuelle,0,32000.0
ford,C,7.0,Diesel,2009,Manuelle,0,95000.0
bmw,Serie,8.0,Diesel,2012,Automatique,0,195000.0
volvo,Xc40,7.0,Diesel,2019,Automatique,0,270000.0
volkswagen,Tiguan,8.0,Diesel,2020,Manuelle,0,305000.0
jeep,Cherokee,9.0,Diesel,2020,Automatique,0,330000.0
opel,Zafira,8.0,Diesel,2010,Automatique,0,103000.0
volkswagen,Golf,8.0,Diesel,2008,Manuelle,0,70000.0
ford,C,6.0,Diesel,2017,Manuelle,0,155000.0
dacia,Logan,6.0,Diesel,2018,Manuelle,0,92000.0
volkswagen,Passat,6.0,Diesel,2013,Manuelle,0,135000.0
mercedes,Classe,7.0,Diesel,2014,Automatique,0,184000.0
volkswagen,Touareg,12.0,Diesel,2018,Automatique,0,342000.0
peugeot,208,6.0,Diesel,2016,Manuelle,0,87000.0
fiat,Grande,5.0,Diesel,2014,Manuelle,0,83000.0
hyundai,Grand,6.0,Essence,2020,Automatique,0,115000.0
hyundai,Elantra,6.0,Diesel,2019,Automatique,0,165000.0
volkswagen,Tiguan,8.0,Diesel,2012,Automatique,0,180000.0
fiat,Ducato,8.0,Diesel,2015,Manuelle,0,138000.0
volkswagen,Tiguan,8.0,Diesel,2011,Manuelle,0,215000.0
hyundai,I20,7.0,Essence,2020,Manuelle,0,129000.0
renault,R19,8.0,Essence,1994,Manuelle,0,32000.0
volkswagen,Tiguan,8.0,Diesel,2016,Automatique,0,358000.0
opel,Astra,8.0,Diesel,2015,Automatique,0,144000.0
ford,Fiesta,6.0,Diesel,2016,Manuelle,0,100000.0
ford,Tourneo,6.0,Diesel,2018,Manuelle,0,145000.0
mercedes,Classe,9.0,Diesel,2015,Automatique,0,340000.0
mercedes,Classe,9.0,Diesel,2015,Automatique,0,340000.0
volkswagen,Caddy,8.0,Diesel,2020,Manuelle,0,149000.0
iveco,Daily,11.0,Diesel,2018,Automatique,0,295000.0
mercedes,Classe,6.0,Diesel,2016,Automatique,0,230000.0
mercedes,Glc,8.0,Diesel,2018,Automatique,0,340000.0
toyota,Fortuner,10.0,Diesel,2018,Automatique,0,280000.0
fiat,500,7.0,Essence,2020,Manuelle,0,125000.0
dacia,Dokker,6.0,Diesel,2019,Manuelle,0,120000.0
dacia,Dokker,6.0,Diesel,2019,Manuelle,0,120000.0
volkswagen,Golf,8.0,Diesel,2015,Automatique,0,175000.0
citroen,C5,8.0,Diesel,2009,Manuelle,0,68000.0
mercedes,Classe,10.0,Essence,2017,Automatique,0,560000.0
fiat,Ducato,9.0,Diesel,2021,Manuelle,0,195000.0
suzuki,Ignis,6.0,Essence,2005,Manuelle,0,38000.0
dacia,Logan,6.0,Diesel,2010,Manuelle,0,62500.0
ford,Transit,9.0,Diesel,2016,Manuelle,0,165000.0
renault,Megane,7.0,Diesel,2000,Manuelle,0,45000.0
bmw,Serie,10.0,Diesel,1997,Manuelle,0,46000.0
land-rover,Range,8.0,Diesel,2019,Automatique,0,340000.0
mercedes,190,8.0,Diesel,1992,Manuelle,0,50000.0
bmw,Serie,11.0,Diesel,2012,Automatique,0,250000.0
citroen,C5,8.0,Diesel,2009,Automatique,0,88000.0
renault,Megane,6.0,Diesel,2010,Manuelle,0,91000.0
peugeot,Partner,6.0,Diesel,2018,Manuelle,0,95000.0
renault,Express,7.0,Diesel,2021,Manuelle,0,162000.0
opel,Astra,8.0,Diesel,2016,Manuelle,0,135000.0
fiat,Punto,6.0,Diesel,2008,Manuelle,0,60000.0
hyundai,Elantra,8.0,Essence,1997,Manuelle,0,22000.0
dacia,Sandero,6.0,Diesel,2012,Manuelle,0,81000.0
opel,Corsa,6.0,Diesel,2022,Manuelle,0,167000.0
land-rover,Range,8.0,Diesel,2014,Automatique,0,187000.0
hyundai,Tucson,7.0,Diesel,2017,Automatique,0,220000.0
peugeot,301,6.0,Diesel,2018,Manuelle,0,115000.0
volkswagen,Tiguan,8.0,Diesel,2021,Automatique,0,350000.0
audi,A4,8.0,Diesel,2014,Manuelle,0,158000.0
peugeot,208,6.0,Diesel,2016,Manuelle,0,130000.0
mercedes,308,9.0,Diesel,1994,Manuelle,0,120000.0
volkswagen,Tiguan,8.0,Diesel,2014,Manuelle,0,220000.0
volkswagen,Jetta,6.0,Diesel,2000,Manuelle,0,45000.0
bmw,X5,6.0,Diesel,2017,Automatique,0,280000.0
bmw,X5,6.0,Diesel,2017,Automatique,0,280000.0
ford,Focus,6.0,Diesel,2013,Manuelle,0,120000.0
jeep,Compass,6.0,Diesel,2021,Manuelle,0,270000.0
volkswagen,Polo,7.0,Essence,2011,Manuelle,0,81000.0
audi,A5,8.0,Diesel,2011,Automatique,0,165000.0
jaguar,Xe,8.0,Diesel,2017,Automatique,0,260000.0
citroen,C4,6.0,Diesel,2007,Manuelle,0,90000.0
ford,Focus,6.0,Diesel,2014,Manuelle,0,123000.0
peugeot,3008,7.0,Diesel,2019,Automatique,0,239000.0
kia,Carens,3.0,Diesel,2007,Manuelle,0,73000.0
dacia,Dokker,6.0,Diesel,2018,Manuelle,0,110000.0
fiat,Tipo,6.0,Diesel,2020,Manuelle,0,133000.0
opel,Corsa,6.0,Diesel,2020,Manuelle,0,150000.0
volkswagen,Polo,5.0,Diesel,2013,Manuelle,0,93000.0
fiat,Punto,4.0,Essence,2012,Manuelle,0,3800.0
volkswagen,Golf,8.0,Diesel,2008,Manuelle,0,98000.0
peugeot,3008,8.0,Diesel,2017,Automatique,0,195000.0
renault,Megane,9.0,Diesel,2015,Manuelle,0,160000.0
renault,Clio,6.0,Diesel,2020,Manuelle,0,170000.0
renault,Master,9.0,Diesel,2020,Manuelle,0,230000.0
renault,Clio,5.0,Diesel,2016,Manuelle,0,95000.0
mercedes,Classe,9.0,Diesel,2002,Automatique,0,72000.0
hyundai,Elantra,9.0,Hybride,2022,Automatique,0,290000.0
bmw,Serie,8.0,Diesel,2021,Automatique,0,380000.0
citroen,Berlingo,6.0,Diesel,2019,Manuelle,0,135000.0
land-rover,Discovery,8.0,Diesel,2017,Automatique,0,280000.0
bmw,Serie,11.0,Essence,2009,Automatique,0,75000.0
honda,Accord,13.0,Essence,2009,Automatique,0,65000.0
mercedes,Classe,6.0,Diesel,2019,Automatique,0,420000.0
mercedes,Classe,13.0,Diesel,2001,Automatique,0,70000.0
fiat,Doblo,5.0,Diesel,2018,Manuelle,0,100000.0
toyota,Corolla,8.0,Diesel,1999,Manuelle,0,27000.0
jeep,Wrangler,11.0,Diesel,2013,Automatique,0,320000.0
renault,Megane,6.0,Diesel,2017,Automatique,0,165000.0
kia,Sportage,8.0,Diesel,2015,Manuelle,0,158000.0
hyundai,I10,6.0,Essence,2018,Manuelle,0,77000.0
hyundai,Elantra,9.0,Hybride,2022,Automatique,0,285000.0
volkswagen,Tiguan,8.0,Diesel,2019,Manuelle,0,285000.0
mercedes,Vito,8.0,Diesel,1997,Manuelle,0,90000.0
mercedes,220,9.0,Diesel,2002,Automatique,0,61000.0
bmw,X6,12.0,Diesel,2009,Automatique,0,130000.0
toyota,Yaris,9.0,Hybride,2022,Automatique,0,255000.0
alfa-romeo,Mito,6.0,Diesel,2011,Manuelle,0,57000.0
fiat,500,7.0,Essence,2021,Automatique,0,165000.0
volkswagen,Touareg,12.0,Diesel,2020,Automatique,0,265000.0
mercedes,220,9.0,Diesel,1999,Manuelle,0,79000.0
toyota,Corolla,8.0,Diesel,2009,Manuelle,0,82000.0
renault,Kangoo,6.0,Diesel,2019,Manuelle,0,120000.0
alfa-romeo,Giulietta,8.0,Diesel,2017,Automatique,0,162000.0
citroen,C1,6.0,Essence,2012,Manuelle,0,56000.0
fiat,500x,6.0,Diesel,2019,Automatique,0,178000.0
hyundai,Grand,9.0,Diesel,2013,Automatique,0,170000.0
mini,Cooper,9.0,Essence,2008,Manuelle,0,79000.0
toyota,Auris,5.0,Diesel,2007,Manuelle,0,83000.0
fiat,Punto,7.0,Essence,2009,Manuelle,0,47000.0
ford,Focus,7.0,Diesel,2006,Manuelle,0,72000.0
renault,Laguna,11.0,Essence,2009,Manuelle,0,59000.0
volkswagen,Touran,6.0,Diesel,2014,Manuelle,0,168000.0
ford,Fiesta,6.0,Diesel,2016,Manuelle,0,97000.0
opel,Astra,7.0,Diesel,2014,Manuelle,0,115000.0
